W,D,L,Points,Win%,WW,FPtsF,FPtsA,Streak,team,rank,gw,season,win,draw,loss,points,win_pct,for,against,streak
,,,,,,,,,Thottenham Hotsluts,4,29,13,16.0,0.0,13.0,48.0,0.552,3941.0,4004.25,1 (W)
,,,,,,,,,HappyHaalandays,5,29,13,15.0,0.0,14.0,45.0,0.517,4006.75,4030.0,2 (L)
,,,,,,,,,Seanhampton FC,6,29,13,15.0,0.0,14.0,45.0,0.517,3954.0,3991.0,4 (L)
,,,,,,,,,Zenright,7,29,13,14.0,0.0,15.0,42.0,0.483,3686.75,3835.25,1 (W)
,,,,,,,,,The ThiaGOAT,8,29,13,14.0,0.0,15.0,42.0,0.483,3677.0,3788.5,1 (L)
,,,,,,,,,RATABE,9,29,13,12.0,0.0,17.0,36.0,0.414,3578.25,3688.75,2 (W)
,,,,,,,,,Benford FC,10,29,13,9.0,0.0,20.0,27.0,0.31,3359.5,3779.25,1 (L)
,,,,,,,,,Chicken ASzobo,1,30,13,18.0,0.0,12.0,54.0,0.6,4517.25,4049.0,2 (W)
,,,,,,,,,Cursed BrunOnana,2,30,13,17.0,0.0,13.0,51.0,0.567,4484.75,4119.75,2 (L)
,,,,,,,,,Cheasle FC,3,30,13,17.0,0.0,13.0,51.0,0.567,4201.5,4063.75,6 (W)
,,,,,,,,,HappyHaalandays,4,30,13,16.0,0.0,14.0,48.0,0.533,4148.0,4156.75,1 (W)
,,,,,,,,,Thottenham Hotsluts,5,30,13,16.0,0.0,14.0,48.0,0.533,4040.75,4117.75,1 (L)
,,,,,,,,,Seanhampton FC,6,30,13,15.0,0.0,15.0,45.0,0.5,4085.25,4163.0,5 (L)
,,,,,,,,,The ThiaGOAT,7,30,13,15.0,0.0,15.0,45.0,0.5,3790.5,3888.25,1 (W)
,,,,,,,,,Zenright,8,30,13,14.0,0.0,16.0,42.0,0.467,3839.0,4018.5,1 (L)
,,,,,,,,,RATABE,9,30,13,13.0,0.0,17.0,39.0,0.433,3681.75,3785.0,3 (W)
,,,,,,,,,Benford FC,10,30,13,9.0,0.0,21.0,27.0,0.3,3455.75,3882.75,2 (L)
,,,,,,,,,Chicken ASzobo,1,31,13,18.0,0.0,13.0,54.0,0.581,4642.5,4174.75,1 (L)
,,,,,,,,,Cursed BrunOnana,2,31,13,18.0,0.0,13.0,54.0,0.581,4629.75,4229.75,1 (W)
,,,,,,,,,Cheasle FC,3,31,13,18.0,0.0,13.0,54.0,0.581,4375.25,4191.0,7 (W)
,,,,,,,,,HappyHaalandays,4,31,13,17.0,0.0,14.0,51.0,0.548,4273.75,4282.0,2 (W)
,,,,,,,,,Thottenham Hotsluts,5,31,13,16.0,0.0,15.0,48.0,0.516,4139.5,4221.0,2 (L)
,,,,,,,,,Seanhampton FC,6,31,13,15.0,0.0,16.0,45.0,0.484,4209.25,4302.0,6 (L)
,,,,,,,,,Zenright,7,31,13,15.0,0.0,16.0,45.0,0.484,3978.0,4142.5,1 (W)
,,,,,,,,,The ThiaGOAT,8,31,13,15.0,0.0,16.0,45.0,0.484,3900.5,4033.25,1 (L)
,,,,,,,,,RATABE,9,31,13,13.0,0.0,18.0,39.0,0.419,3809.0,3958.75,1 (L)
,,,,,,,,,Benford FC,10,31,13,10.0,0.0,21.0,30.0,0.323,3559.0,3981.5,1 (W)
,,,,,,,,,Cursed BrunOnana,1,32,13,18.0,0.0,14.0,54.0,0.562,4746.75,4357.75,1 (L)
,,,,,,,,,Chicken ASzobo,2,32,13,18.0,0.0,14.0,54.0,0.562,4732.5,4275.0,2 (L)
,,,,,,,,,Cheasle FC,3,32,13,18.0,0.0,14.0,54.0,0.562,4497.25,4345.75,1 (L)
,,,,,,,,,HappyHaalandays,4,32,13,18.0,0.0,14.0,54.0,0.562,4425.25,4412.75,3 (W)
,,,,,,,,,Thottenham Hotsluts,5,32,13,17.0,0.0,15.0,51.0,0.531,4294.25,4343.0,1 (W)
,,,,,,,,,Seanhampton FC,6,32,13,16.0,0.0,16.0,48.0,0.5,4348.75,4424.5,1 (W)
,,,,,,,,,Zenright,7,32,13,16.0,0.0,16.0,48.0,0.5,4078.25,4232.5,2 (W)
,,,,,,,,,The ThiaGOAT,8,32,13,15.0,0.0,17.0,45.0,0.469,4031.25,4184.75,2 (L)
,,,,,,,,,RATABE,9,32,13,13.0,0.0,19.0,39.0,0.406,3931.5,4098.25,2 (L)
,,,,,,,,,Benford FC,10,32,13,11.0,0.0,21.0,33.0,0.344,3687.0,4098.5,2 (W)
,,,,,,,,,Chicken ASzobo,1,33,13,19.0,0.0,14.0,57.0,0.576,4897.0,4409.5,1 (W)
,,,,,,,,,Cheasle FC,2,33,13,19.0,0.0,14.0,57.0,0.576,4669.5,4507.25,1 (W)
,,,,,,,,,HappyHaalandays,3,33,13,19.0,0.0,14.0,57.0,0.576,4579.0,4493.0,4 (W)
,,,,,,,,,Cursed BrunOnana,4,33,13,18.0,0.0,15.0,54.0,0.545,4908.25,4530.0,2 (L)
,,,,,,,,,Thottenham Hotsluts,5,33,13,17.0,1.0,15.0,52.0,0.53,4441.5,4490.25,2 (Und)
,,,,,,,,,Seanhampton FC,6,33,13,16.0,1.0,16.0,49.0,0.5,4496.0,4571.75,2 (Und)
,,,,,,,,,Zenright,7,33,13,16.0,0.0,17.0,48.0,0.485,4177.25,4361.0,1 (L)
,,,,,,,,,The ThiaGOAT,8,33,13,15.0,0.0,18.0,45.0,0.455,4165.75,4349.25,3 (L)
,,,,,,,,,RATABE,9,33,13,14.0,0.0,19.0,42.0,0.424,4060.0,4197.25,1 (W)
,,,,,,,,,Benford FC,10,33,13,11.0,0.0,22.0,33.0,0.333,3767.25,4252.25,1 (L)
,,,,,,,,,Chicken ASzobo,1,34,13,20.0,0.0,14.0,60.0,0.588,5146.75,4585.0,2 (W)
,,,,,,,,,Cheasle FC,2,34,13,20.0,0.0,14.0,60.0,0.588,4950.5,4733.5,2 (W)
,,,,,,,,,Cursed BrunOnana,3,34,13,19.0,0.0,15.0,57.0,0.559,5237.25,4725.75,1 (W)
,,,,,,,,,HappyHaalandays,4,34,13,19.0,0.0,15.0,57.0,0.559,4805.25,4774.0,1 (L)
,,,,,,,,,Thottenham Hotsluts,5,34,13,17.0,1.0,16.0,52.0,0.515,4546.25,4681.0,2 (Wnl)
,,,,,,,,,Zenright,6,34,13,17.0,0.0,17.0,51.0,0.5,4368.0,4465.75,1 (W)
,,,,,,,,,Seanhampton FC,7,34,13,16.0,1.0,17.0,49.0,0.485,4691.75,4900.75,2 (Wnl)
,,,,,,,,,The ThiaGOAT,8,34,13,15.0,0.0,19.0,45.0,0.441,4331.75,4554.5,4 (L)
,,,,,,,,,RATABE,9,34,13,14.0,0.0,20.0,42.0,0.412,4235.5,4447.0,1 (L)
,,,,,,,,,Benford FC,10,34,13,12.0,0.0,22.0,36.0,0.353,3972.5,4418.25,1 (W)
,,,,,,,,,Chicken ASzobo,1,35,13,21.0,0.0,14.0,63.0,0.6,5313.5,4720.0,3 (W)
,,,,,,,,,Cheasle FC,2,35,13,21.0,0.0,14.0,63.0,0.6,5193.0,4879.5,3 (W)
,,,,,,,,,Cursed BrunOnana,3,35,13,20.0,0.0,15.0,60.0,0.571,5384.25,4808.75,2 (W)
,,,,,,,,,HappyHaalandays,4,35,13,20.0,0.0,15.0,60.0,0.571,4979.25,4923.75,1 (W)
,,,,,,,,,Thottenham Hotsluts,5,35,13,17.0,1.0,17.0,52.0,0.5,4652.25,4820.5,3 (Wnl)
,,,,,,,,,Zenright,6,35,13,17.0,0.0,18.0,51.0,0.486,4451.0,4612.75,1 (L)
,,,,,,,,,Seanhampton FC,7,35,13,16.0,1.0,18.0,49.0,0.471,4841.5,5074.75,3 (Wnl)
,,,,,,,,,The ThiaGOAT,8,35,13,15.0,0.0,20.0,45.0,0.429,4477.75,4797.0,5 (L)
,,,,,,,,,RATABE,9,35,13,15.0,0.0,20.0,45.0,0.429,4375.0,4553.0,1 (W)
,,,,,,,,,Benford FC,10,35,13,12.0,0.0,23.0,36.0,0.343,4107.5,4585.0,1 (L)
,,,,,,,,,Chicken ASzobo,1,36,13,22.0,0.0,14.0,66.0,0.611,5472.75,4820.25,4 (W)
,,,,,,,,,Cheasle FC,2,36,13,22.0,0.0,14.0,66.0,0.611,5441.75,5048.0,4 (W)
,,,,,,,,,Cursed BrunOnana,3,36,13,21.0,0.0,15.0,63.0,0.583,5564.5,4961.25,3 (W)
,,,,,,,,,HappyHaalandays,4,36,13,20.0,0.0,16.0,60.0,0.556,5139.5,5085.75,1 (L)
,,,,,,,,,Zenright,5,36,13,18.0,0.0,18.0,54.0,0.5,4613.0,4773.0,1 (W)
,,,,,,,,,Seanhampton FC,6,36,13,17.0,1.0,18.0,52.0,0.486,5004.5,5202.75,1 (W)
,,,,,,,,,Thottenham Hotsluts,7,36,13,17.0,1.0,18.0,52.0,0.486,4752.5,4979.75,4 (Wnl)
,,,,,,,,,The ThiaGOAT,8,36,13,15.0,0.0,21.0,45.0,0.417,4605.75,4960.0,6 (L)
,,,,,,,,,RATABE,9,36,13,15.0,0.0,21.0,45.0,0.417,4527.5,4733.25,1 (L)
,,,,,,,,,Benford FC,10,36,13,12.0,0.0,24.0,36.0,0.333,4276.0,4833.75,2 (L)
,,,,,,,,,Chicken ASzobo,1,37,13,22.0,0.0,14.0,66.0,0.611,5472.75,4820.25,4 (W)
,,,,,,,,,Cheasle FC,2,37,13,22.0,0.0,14.0,66.0,0.611,5441.75,5048.0,4 (W)
,,,,,,,,,Cursed BrunOnana,3,37,13,21.0,0.0,15.0,63.0,0.583,5564.5,4961.25,3 (W)
,,,,,,,,,HappyHaalandays,4,37,13,20.0,0.0,16.0,60.0,0.556,5139.5,5085.75,1 (L)
,,,,,,,,,Zenright,5,37,13,18.0,0.0,18.0,54.0,0.5,4613.0,4773.0,1 (W)
,,,,,,,,,Seanhampton FC,6,37,13,17.0,1.0,18.0,52.0,0.486,5004.5,5202.75,1 (W)
,,,,,,,,,Thottenham Hotsluts,7,37,13,17.0,1.0,18.0,52.0,0.486,4752.5,4979.75,4 (Wnl)
,,,,,,,,,The ThiaGOAT,8,37,13,15.0,0.0,21.0,45.0,0.417,4605.75,4960.0,6 (L)
,,,,,,,,,RATABE,9,37,13,15.0,0.0,21.0,45.0,0.417,4527.5,4733.25,1 (L)
,,,,,,,,,Benford FC,10,37,13,12.0,0.0,24.0,36.0,0.333,4276.0,4833.75,2 (L)
,,,,,,,,,Chicken ASzobo,1,38,13,22.0,0.0,14.0,66.0,0.611,5472.75,4820.25,4 (W)
,,,,,,,,,Cheasle FC,2,38,13,22.0,0.0,14.0,66.0,0.611,5441.75,5048.0,4 (W)
,,,,,,,,,Cursed BrunOnana,3,38,13,21.0,0.0,15.0,63.0,0.583,5564.5,4961.25,3 (W)
,,,,,,,,,HappyHaalandays,4,38,13,20.0,0.0,16.0,60.0,0.556,5139.5,5085.75,1 (L)
,,,,,,,,,Zenright,5,38,13,18.0,0.0,18.0,54.0,0.5,4613.0,4773.0,1 (W)
,,,,,,,,,Seanhampton FC,6,38,13,17.0,1.0,18.0,52.0,0.486,5004.5,5202.75,1 (W)
,,,,,,,,,Thottenham Hotsluts,7,38,13,17.0,1.0,18.0,52.0,0.486,4752.5,4979.75,4 (Wnl)
,,,,,,,,,The ThiaGOAT,8,38,13,15.0,0.0,21.0,45.0,0.417,4605.75,4960.0,6 (L)
,,,,,,,,,RATABE,9,38,13,15.0,0.0,21.0,45.0,0.417,4527.5,4733.25,1 (L)
,,,,,,,,,Benford FC,10,38,13,12.0,0.0,24.0,36.0,0.333,4276.0,4833.75,2 (L)
